Statut;Coordonnées géographiques;Geo Shape
En exploitation;42.146669927625986, 9.472955561497148;"{""coordinates"": [[9.4829211, 42.1558273], [9.4828581, 42.1558286], [9.4828318, 42.1558101], [9.4826133, 42.1555362], [9.4824797, 42.1554365], [9.4823968, 42.1554132], [9.4821644, 42.1553851], [9.4818082, 42.155413], [9.4812521, 42.1553624], [9.4793656, 42.1550832], [9.479196, 42.1549977], [9.4791647, 42.1548295], [9.4782047, 42.1529644], [9.4777308, 42.1523101], [9.4771881, 42.1516488], [9.4765037, 42.1512043], [9.4765003, 42.1509914], [9.4765444, 42.1506567], [9.476444, 42.1503098], [9.4751901, 42.1488046], [9.4747387, 42.1485206], [9.4743407, 42.1484389], [9.4738428, 42.1481959], [9.4735841, 42.1476259], [9.4734173, 42.1473242], [9.4729972, 42.1470459], [9.4720361, 42.1468311], [9.4713514, 42.1467603], [9.4708003, 42.1467033], [9.4704183, 42.1464911], [9.4703351, 42.1462877], [9.4705501, 42.1458435], [9.4710395, 42.1448309], [9.4710089, 42.1445588], [9.4709041, 42.1444055], [9.4662482, 42.1413386], [9.466171, 42.1411074], [9.4662895, 42.1408869], [9.4665987, 42.1407268], [9.4666563, 42.1406928], [9.4680403, 42.1402221], [9.4686226, 42.1399422], [9.4690917, 42.1394296], [9.4696587, 42.1387678], [9.4673891, 42.1373009], [9.4673831, 42.1372704], [9.4673799, 42.1372529]], ""type"": ""LineString""}"
En exploitation;42.215490779142854, 9.458963603893915;"{""coordinates"": [[9.4589941, 42.2154645], [9.4589777, 42.2154738], [9.458957, 42.2154921], [9.4589453, 42.2155081], [9.4589496, 42.2155247]], ""type"": ""LineString""}"
En exploitation;42.160319298765046, 9.483171038988997;"{""coordinates"": [[9.4822562, 42.1645237], [9.4822065, 42.1645353], [9.4821669, 42.164536], [9.4820906, 42.1644424], [9.4819883, 42.1642993], [9.4819828, 42.1642508], [9.4820206, 42.1641491], [9.4820962, 42.164071], [9.4823386, 42.1639339], [9.4826972, 42.1636638], [9.4829081, 42.1634134], [9.4830059, 42.163137], [9.4830815, 42.1628012], [9.4830444, 42.1625434], [9.482998, 42.1619864], [9.483066, 42.1611345], [9.4831342, 42.1607204], [9.4831664, 42.1602998], [9.4831961, 42.160209], [9.4835036, 42.1598392], [9.4836751, 42.159578], [9.4836933, 42.1594628], [9.4837018, 42.1593298], [9.4836929, 42.1590025], [9.4836917, 42.1587218], [9.4837412, 42.1585373], [9.4838904, 42.1579681], [9.4838944, 42.1578076], [9.4838276, 42.1576197], [9.483719, 42.1573145], [9.4832989, 42.1566324], [9.4828916, 42.1559707], [9.4828901, 42.1559376], [9.4829008, 42.155897], [9.4829276, 42.155861], [9.4829405, 42.1558438]], ""type"": ""LineString""}"
En exploitation;42.01808965440408, 9.404309989092882;"{""coordinates"": [[9.4038448, 42.0182429], [9.4038619, 42.0182364], [9.4043783, 42.0180391], [9.4046605, 42.0180034], [9.4047624, 42.0180162], [9.4047651, 42.0180215], [9.4047745, 42.0180407]], ""type"": ""LineString""}"
En exploitation;42.1648266263371, 9.48239618047888;"{""coordinates"": [[9.4822713, 42.1645362], [9.4822556, 42.1645494], [9.4822312, 42.1645702], [9.4822274, 42.1645937], [9.4822265, 42.1646223], [9.4823107, 42.1647521], [9.4823622, 42.1648197], [9.4826405, 42.1650961]], ""type"": ""LineString""}"
En exploitation;42.037967357963524, 8.940959801291944;"{""coordinates"": [[8.9396375, 42.0343178], [8.9394944, 42.0345671], [8.9394856, 42.0345978], [8.9396984, 42.0350418], [8.9398103, 42.03518], [8.9400253, 42.0353997], [8.9400706, 42.0354683], [8.9400956, 42.0355298], [8.9401063, 42.0355684], [8.9400976, 42.0356114], [8.9398939, 42.0360777], [8.9398282, 42.0362998], [8.9398296, 42.0363766], [8.9398363, 42.0365144], [8.9398858, 42.0366333], [8.9399648, 42.036771], [8.9401406, 42.0369848], [8.9402368, 42.0371017], [8.9403255, 42.037159], [8.9405399, 42.0372381], [8.9406913, 42.037271], [8.9408057, 42.0372742], [8.9411992, 42.0372507], [8.9413, 42.0372506], [8.9415248, 42.0372711], [8.9416004, 42.0372708], [8.9418299, 42.0372428], [8.9419039, 42.0372369], [8.9419577, 42.0372469], [8.942004, 42.0372598], [8.9420404, 42.0372936], [8.9420629, 42.0373308], [8.9420596, 42.0373726], [8.9420517, 42.0374017], [8.9420137, 42.0374382], [8.9419187, 42.0375042], [8.9418785, 42.0375515], [8.9418613, 42.0375966], [8.9418487, 42.0376538], [8.941864, 42.0377061], [8.9418863, 42.0377628], [8.9419952, 42.0378505], [8.9421984, 42.0380141], [8.9422808, 42.0380981], [8.942317, 42.0381393], [8.9423341, 42.0381776], [8.9423381, 42.0382149], [8.9423316, 42.0382382], [8.9422909, 42.0382896], [8.9422452, 42.0383242], [8.9420558, 42.0383915], [8.9420067, 42.0384148], [8.9418341, 42.0385474], [8.94159, 42.0387839], [8.9415328, 42.038855], [8.9415173, 42.0389075], [8.9414989, 42.0390778], [8.9414687, 42.0393559], [8.9414537, 42.0393935], [8.9413625, 42.0395172], [8.9413436, 42.0395666], [8.9413666, 42.0396838], [8.941365, 42.0397738], [8.9413396, 42.0398244], [8.9412712, 42.0398733], [8.9411258, 42.0399772], [8.9410766, 42.0400595], [8.9410547, 42.040122], [8.9410579, 42.0401955], [8.9410385, 42.0402816], [8.9410275, 42.0403141], [8.9409766, 42.0403514], [8.9408905, 42.0403891], [8.940791, 42.040412], [8.9406976, 42.0404419], [8.9406446, 42.0404613], [8.9406207, 42.0404946], [8.9406263, 42.0405482], [8.9406304, 42.0405872], [8.9406536, 42.0406203], [8.9407116, 42.0406831], [8.9407859, 42.0407442], [8.9408621, 42.0407896], [8.9410937, 42.0408344], [8.9411713, 42.0408642], [8.9412455, 42.0409024], [8.9413047, 42.0409554], [8.9414003, 42.0410408], [8.9415013, 42.041146], [8.9415562, 42.0411796], [8.9418154, 42.0412873]], ""type"": ""LineString""}"
En exploitation;42.11320046357393, 9.514853925256434;"{""coordinates"": [[9.5148401, 42.113142], [9.5148459, 42.1131632], [9.5148502, 42.1131785], [9.5148504, 42.1132084], [9.514854, 42.1132341], [9.5148846, 42.1132422]], ""type"": ""LineString""}"
En exploitation;41.662646975250965, 9.334006557381388;"{""coordinates"": [[9.3340474, 41.6629298], [9.3341039, 41.6628805], [9.3339772, 41.6626472], [9.3339988, 41.6625188], [9.3339187, 41.6624114], [9.3339313, 41.6623466]], ""type"": ""LineString""}"
En exploitation;42.11319365177529, 9.514828216538826;"{""coordinates"": [[9.5148302, 42.1131476], [9.5148319, 42.1131629], [9.5148346, 42.1131858], [9.5148317, 42.1132064], [9.5148211, 42.1132229], [9.5148081, 42.1132333]], ""type"": ""LineString""}"
En exploitation;41.56198771843118, 9.281734862685088;"{""coordinates"": [[9.2818229, 41.5612122], [9.281815, 41.5612005], [9.2818046, 41.5611858], [9.2817709, 41.5611534], [9.2817038, 41.56119], [9.2815364, 41.5612924], [9.2813319, 41.5614138], [9.2812891, 41.5614489], [9.2812442, 41.5616178], [9.2812361, 41.5617261], [9.2816563, 41.5620796], [9.2818712, 41.5622925], [9.2821804, 41.5625777], [9.2823806, 41.5627624], [9.2823953, 41.5627759], [9.2823037, 41.5628219], [9.2822476, 41.5628568], [9.2822558, 41.5628844]], ""type"": ""LineString""}"
En exploitation;42.16352748351458, 9.502489844855631;"{""coordinates"": [[9.5025069, 42.1634737], [9.502508, 42.1634885], [9.5025047, 42.1635055], [9.5024961, 42.1635191], [9.5024795, 42.1635554], [9.5024565, 42.1635732]], ""type"": ""LineString""}"
En exploitation;41.709570336456736, 9.376869244407898;"{""coordinates"": [[9.3783742, 41.7099266], [9.3778168, 41.7098486], [9.3772881, 41.7098237], [9.3771259, 41.7098616], [9.3764356, 41.7098561], [9.3762616, 41.7098074], [9.3762058, 41.7096844], [9.3763283, 41.7094561], [9.3762702, 41.7092566], [9.3761136, 41.7087185], [9.3760398, 41.7084601]], ""type"": ""LineString""}"
En exploitation;41.934978055031465, 8.792760619519084;"{""coordinates"": [[8.7934957, 41.9357957], [8.7930673, 41.9354256], [8.7927728, 41.9349037], [8.7926996, 41.9348005], [8.791994, 41.9341855]], ""type"": ""LineString""}"
En exploitation;41.70993949606183, 9.378440270736691;"{""coordinates"": [[9.3784954, 41.7099644], [9.3784907, 41.7099475], [9.3784633, 41.7099426], [9.3783742, 41.7099266]], ""type"": ""LineString""}"
En exploitation;42.609740934787006, 9.432156470196553;"{""coordinates"": [[9.4334305, 42.6056862], [9.4331923, 42.6059712], [9.4327553, 42.6063769], [9.4321148, 42.6070398], [9.4315023, 42.607652], [9.4312984, 42.6080228], [9.4311515, 42.6086374], [9.4310242, 42.6090492], [9.4310469, 42.6096339], [9.431118, 42.6100744], [9.4315298, 42.6107408], [9.4325971, 42.6120947], [9.4337123, 42.613633], [9.4338419, 42.6139456]], ""type"": ""LineString""}"
En exploitation;42.38629557796308, 9.273439320243;"{""coordinates"": [[9.2744681, 42.3843363], [9.2744546, 42.3843339], [9.2744093, 42.3843258], [9.274394, 42.3843341], [9.2743814, 42.3843635], [9.27432, 42.3846428], [9.274311, 42.3847166], [9.2743168, 42.3847887], [9.2743486, 42.384893], [9.2744851, 42.3850895], [9.2745644, 42.3852039], [9.2746103, 42.3852884], [9.2746274, 42.3853725], [9.2746103, 42.3854536], [9.274583, 42.385505], [9.2744417, 42.3856155], [9.2740234, 42.3858649], [9.2739578, 42.3859295], [9.2739148, 42.3860037], [9.273897, 42.3860596], [9.2739116, 42.3861716], [9.2739258, 42.3862382], [9.2739386, 42.3862988], [9.2739362, 42.3863134], [9.2738711, 42.3863814], [9.2738138, 42.3864202], [9.2737039, 42.3864538], [9.2734402, 42.3865464], [9.2732186, 42.3866095], [9.2730038, 42.3866707], [9.2728291, 42.3867367], [9.2727288, 42.3867857], [9.2726469, 42.386848], [9.2726104, 42.3869184], [9.272579, 42.3870796], [9.2725668, 42.3872371], [9.272552, 42.3873197], [9.2725283, 42.3874029], [9.2724966, 42.3874453], [9.2723852, 42.3875388], [9.2721568, 42.387663], [9.2720471, 42.3877109], [9.2719402, 42.3877577], [9.271762, 42.387857], [9.2716268, 42.3879323], [9.2716375, 42.3879472], [9.2716472, 42.3879609]], ""type"": ""LineString""}"
En exploitation;42.613998721711056, 9.433943528102303;"{""coordinates"": [[9.4338481, 42.6139661], [9.4338954, 42.6139727], [9.4339501, 42.6139862], [9.4339728, 42.6140049], [9.4340093, 42.6140462], [9.4340227, 42.6140611]], ""type"": ""LineString""}"
En exploitation;42.38589365445205, 9.262636689335665;"{""coordinates"": [[9.2620795, 42.385788], [9.2620804, 42.3858384], [9.2621057, 42.3858704], [9.2621371, 42.3858741], [9.2622559, 42.3858641], [9.2623291, 42.3858626], [9.2624636, 42.3858659], [9.2626236, 42.3858802], [9.2629784, 42.3859305], [9.2632041, 42.3859624], [9.2632201, 42.3859478], [9.2632271, 42.3859373], [9.2632356, 42.3859245]], ""type"": ""LineString""}"
En exploitation;42.55058107165575, 9.440686879087647;"{""coordinates"": [[9.4407088, 42.5506324], [9.4406832, 42.5506009], [9.4406818, 42.550552], [9.4406809, 42.5505238]], ""type"": ""LineString""}"
En exploitation;42.387279341582556, 9.260296760710863;"{""coordinates"": [[9.2632468, 42.38593], [9.2632428, 42.3859387], [9.2632325, 42.3859601], [9.2632144, 42.3859753], [9.2631872, 42.3859836], [9.263158, 42.3859847], [9.2627249, 42.3859116], [9.2626029, 42.3858965], [9.2624639, 42.3858936], [9.2621124, 42.3858961], [9.2620193, 42.3859128], [9.261819, 42.3859787], [9.261637, 42.3860176], [9.261589, 42.3860319], [9.2613127, 42.3861612], [9.261059, 42.3862861], [9.2609849, 42.3863273], [9.2607457, 42.3865058], [9.2601641, 42.3869395], [9.2600789, 42.3870102], [9.2600293, 42.3870702], [9.2600206, 42.3871245], [9.260003, 42.3872369], [9.259996, 42.387281], [9.2599713, 42.3873359], [9.2599196, 42.3874194], [9.2597467, 42.3876173], [9.2596007, 42.3877597], [9.2595274, 42.3878072], [9.2593946, 42.3878747], [9.2592594, 42.3879436], [9.259105, 42.3880379], [9.2589331, 42.3881768], [9.258831, 42.3882742], [9.2586785, 42.3884803], [9.2584746, 42.3888568], [9.258331, 42.3891681], [9.2582208, 42.3894959], [9.2581286, 42.3897702], [9.2581445, 42.3897798], [9.258158, 42.3897879]], ""type"": ""LineString""}"
En exploitation;42.10248091665236, 9.445038796566022;"{""coordinates"": [[9.4442251, 42.1022675], [9.4443712, 42.1023088], [9.4446536, 42.1023803], [9.4448074, 42.1024148], [9.4451045, 42.1024926], [9.4454685, 42.1025937], [9.445743, 42.1026671], [9.4457453, 42.1026683], [9.445792, 42.1026797], [9.4457954, 42.1026871], [9.4457684, 42.1027369]], ""type"": ""LineString""}"
En exploitation;42.390641165193166, 9.253276898125355;"{""coordinates"": [[9.2549426, 42.390599], [9.254788, 42.3907684], [9.2546851, 42.390841], [9.2545375, 42.3908787], [9.2544871, 42.3908796], [9.2544142, 42.3908536], [9.2542768, 42.3907726], [9.2542241, 42.3907339], [9.2539969, 42.3906683], [9.2538635, 42.3906403], [9.2535971, 42.3905964], [9.2533916, 42.3905936], [9.2532314, 42.3905701], [9.2531335, 42.3905458], [9.2527153, 42.3905464], [9.2524403, 42.3905665], [9.2521586, 42.3905958], [9.2521121, 42.3905986], [9.2517442, 42.3905882], [9.2516272, 42.3905931], [9.2515604, 42.3906058], [9.2515097, 42.3906218], [9.2514971, 42.3906313]], ""type"": ""LineString""}"
En exploitation;41.95823598371937, 8.807605603464928;"{""coordinates"": [[8.8079852, 41.9577722], [8.8079929, 41.9577781], [8.808044, 41.9578172], [8.8080487, 41.9578254], [8.8080455, 41.9578391], [8.8077227, 41.9581342], [8.8071885, 41.958623], [8.8071395, 41.9586584], [8.8070857, 41.9586702]], ""type"": ""LineString""}"
En exploitation;42.39532368806252, 9.25219267254025;"{""coordinates"": [[9.2522074, 42.3936488], [9.2520346, 42.3939057], [9.2519145, 42.3940187], [9.251719, 42.3942025], [9.251555, 42.3943856], [9.2514789, 42.3944807], [9.2514677, 42.3945644], [9.2514866, 42.3945973], [9.2516006, 42.3946621], [9.2517149, 42.3947271], [9.2517905, 42.3947922], [9.251838, 42.394878], [9.2518375, 42.3949648], [9.2518366, 42.3950687], [9.2518927, 42.3951673], [9.2519741, 42.3952359], [9.2520439, 42.3952694], [9.2524802, 42.3953489], [9.2525341, 42.3953758], [9.2525531, 42.3954484], [9.2525445, 42.395494], [9.2525141, 42.395611], [9.2525141, 42.3956808], [9.2526451, 42.3959239], [9.2527216, 42.3960419], [9.2528249, 42.3961244], [9.2528926, 42.3961844], [9.2529427, 42.3962475], [9.2529661, 42.3963216], [9.2529677, 42.3963819], [9.2529538, 42.3964185], [9.2529142, 42.3964285], [9.2528588, 42.3964111], [9.252799, 42.3963769], [9.2527193, 42.3963232], [9.252409, 42.3962079], [9.2522221, 42.3961531], [9.2521138, 42.3961162], [9.2520457, 42.396077], [9.2519419, 42.3959417], [9.2517862, 42.395739]], ""type"": ""LineString""}"
En exploitation;42.6642353640427, 9.442400786282375;"{""coordinates"": [[9.4424463, 42.6642009], [9.4423754, 42.664244], [9.4423831, 42.664282]], ""type"": ""LineString""}"
En exploitation;42.39424851813749, 9.248206799867935;"{""coordinates"": [[9.2489445, 42.3962107], [9.2488968, 42.3961995], [9.2488982, 42.3961607], [9.248951, 42.3960368], [9.2489134, 42.3959503], [9.2488423, 42.3958111], [9.2487256, 42.3956993], [9.2485622, 42.3955789], [9.2485325, 42.3955392], [9.2485103, 42.3953613], [9.2484707, 42.3953014], [9.248414, 42.3952158], [9.2483203, 42.3951368], [9.2482897, 42.3950896], [9.2482835, 42.3950334], [9.2483719, 42.3948167], [9.2483939, 42.3947154], [9.2484139, 42.3943406], [9.2483982, 42.3941736], [9.2483699, 42.3940546], [9.2483131, 42.3939768], [9.2482691, 42.3939169], [9.2482594, 42.3938593], [9.2482868, 42.3938067], [9.2485213, 42.3934624], [9.2486383, 42.3932289], [9.2487087, 42.3930115], [9.2487643, 42.3927043], [9.2487573, 42.3926406], [9.2487451, 42.3926224], [9.248679, 42.3926227], [9.2486434, 42.3926456], [9.2486313, 42.3926765], [9.2485651, 42.3929314], [9.2484855, 42.3930872], [9.248405, 42.3931901], [9.2478632, 42.3937284], [9.2478323, 42.3937717], [9.2478181, 42.3938745], [9.2478098, 42.3940542], [9.2478128, 42.3941748], [9.2477061, 42.3943624], [9.2475171, 42.3945889], [9.2471402, 42.3949135], [9.247063, 42.3949801], [9.2470194, 42.3950433], [9.2469814, 42.3951381], [9.2469665, 42.395188], [9.2469296, 42.3951997], [9.2468709, 42.3951976], [9.2468563, 42.3951815], [9.2467856, 42.395116]], ""type"": ""LineString""}"
En exploitation;42.07800825991054, 9.370352606601262;"{""coordinates"": [[9.3703939, 42.0779943], [9.3703612, 42.0780037], [9.3703307, 42.0780167], [9.3703122, 42.0780247]], ""type"": ""LineString""}"
En exploitation;42.39877459467964, 9.24424542800588;"{""coordinates"": [[9.2442112, 42.3986881], [9.2441891, 42.3987214], [9.2441831, 42.3987381], [9.2442076, 42.3987611], [9.2442976, 42.3988114], [9.2443129, 42.398822], [9.2443223, 42.3988581]], ""type"": ""LineString""}"
En exploitation;42.07799632086871, 9.370347456254757;"{""coordinates"": [[9.3703873, 42.0779738], [9.3703747, 42.0779833], [9.370343, 42.0779988], [9.370328, 42.0780061], [9.3703063, 42.0780167]], ""type"": ""LineString""}"
En exploitation;42.394839232887, 9.249929583654641;"{""coordinates"": [[9.2517862, 42.395739], [9.2517233, 42.3957133], [9.2516306, 42.3957037], [9.2512357, 42.3957237], [9.2511738, 42.3957162], [9.2510426, 42.3955637], [9.2509366, 42.3954096], [9.2508755, 42.3953398], [9.2508122, 42.3952964], [9.2506455, 42.3952159], [9.2502914, 42.3950975], [9.250175, 42.3950102], [9.2500956, 42.3949357], [9.2500141, 42.3947029], [9.2499799, 42.394605], [9.2499928, 42.3945324], [9.2500173, 42.3944536], [9.2500058, 42.3944185], [9.2498672, 42.3942682], [9.2498227, 42.3941879], [9.2498076, 42.394119], [9.2498346, 42.3940174], [9.2499104, 42.3938732], [9.2500636, 42.3936206], [9.2500745, 42.3935576], [9.2500198, 42.3935232], [9.2499642, 42.3935266], [9.249883, 42.393622], [9.2497338, 42.393748], [9.2494314, 42.3939379], [9.2493686, 42.3939926], [9.2493401, 42.3940585], [9.2493121, 42.3941233], [9.249293, 42.3945104], [9.2492537, 42.3946637], [9.2492426, 42.3948172], [9.249206, 42.3949024], [9.2490577, 42.3951057], [9.2490296, 42.3951754], [9.249021, 42.3952117], [9.2490273, 42.3952925], [9.2490615, 42.3953734], [9.2491393, 42.3955566], [9.2491861, 42.3956672], [9.2492123, 42.3957965], [9.2492069, 42.3958873], [9.2490203, 42.3961816], [9.2489445, 42.3962107]], ""type"": ""LineString""}"
En exploitation;42.70618265271723, 9.453062367049405;"{""coordinates"": [[9.4530334, 42.7067695], [9.4530155, 42.7067668], [9.4529482, 42.7067576], [9.452898, 42.7066079], [9.4529048, 42.7065609], [9.4529947, 42.7061815], [9.4530076, 42.7061506], [9.4530091, 42.7061267], [9.4530224, 42.7060829], [9.4530742, 42.7060196], [9.4531523, 42.7058992], [9.4532708, 42.7057329], [9.4533734, 42.7055766]], ""type"": ""LineString""}"
En exploitation;42.34276212872448, 9.044115508909965;"{""coordinates"": [[9.0437009, 42.3428198], [9.0437065, 42.3428234], [9.0437218, 42.3428332], [9.0437558, 42.3428233], [9.0438359, 42.3428145], [9.0439675, 42.342795], [9.0441063, 42.3427721], [9.0441706, 42.342763], [9.0442667, 42.3426952], [9.0442865, 42.3426854], [9.0444262, 42.3427174], [9.0445028, 42.3427355], [9.0445259, 42.342741]], ""type"": ""LineString""}"
En exploitation;42.70738943381617, 9.45306170371735;"{""coordinates"": [[9.4527191, 42.7069869], [9.452729, 42.7070172], [9.4527326, 42.7070277], [9.4529124, 42.7070101], [9.453325, 42.7079336]], ""type"": ""LineString""}"
En exploitation;42.34281253163164, 9.043085964531155;"{""coordinates"": [[9.0436615, 42.3428222], [9.0436543, 42.3428269], [9.0436381, 42.3428377], [9.0436145, 42.3428458], [9.0434747, 42.3428358], [9.0433017, 42.3428203], [9.0432058, 42.3428182], [9.0431815, 42.3428173], [9.0430522, 42.3428054], [9.0428672, 42.3427986], [9.0427664, 42.3427972], [9.0427043, 42.3427899], [9.04264, 42.3427923], [9.0425043, 42.3427959]], ""type"": ""LineString""}"
En exploitation;42.113252599999996, 9.505474750000001;"{""coordinates"": [[9.504502, 42.1134645], [9.5064475, 42.1130407]], ""type"": ""LineString""}"
En exploitation;42.343842359760394, 9.03499043798499;"{""coordinates"": [[9.0366073, 42.3429799], [9.0366017, 42.3430028], [9.0365947, 42.3430316], [9.0365762, 42.3430394], [9.036518, 42.3430327], [9.0360853, 42.3429821], [9.0358911, 42.3429691], [9.035798, 42.3429659], [9.0356996, 42.342975], [9.0356377, 42.3429891], [9.0355172, 42.3430319], [9.0353804, 42.3431011], [9.0352854, 42.3431526], [9.0352013, 42.3432114], [9.0351022, 42.3432887], [9.0349639, 42.3433994], [9.0348566, 42.3435379], [9.0346698, 42.3438028], [9.0346183, 42.3438644], [9.0345515, 42.3439372], [9.0345035, 42.3440112], [9.0344801, 42.3440621], [9.0344497, 42.3442143], [9.0344192, 42.3445138], [9.0343841, 42.3446142], [9.0343084, 42.3447228], [9.0341372, 42.3448995], [9.0340632, 42.3450068], [9.0340225, 42.3451096], [9.0340096, 42.3452238], [9.034036, 42.3453258], [9.0341215, 42.3454831]], ""type"": ""LineString""}"
En exploitation;42.137906990626675, 8.596828057750704;"{""coordinates"": [[8.5965777, 42.1378074], [8.5965899, 42.1378286], [8.5966333, 42.1378477], [8.596715, 42.1378639], [8.5967831, 42.1378719], [8.596854, 42.1378942], [8.5969127, 42.1379269], [8.5969786, 42.1379729], [8.5970317, 42.1380055], [8.5970605, 42.1380206], [8.5970749, 42.1380281]], ""type"": ""LineString""}"
