Statut;Coordonnées géographiques;Geo Shape
En exploitation;41.412443409915355, 9.184493549732277;"{""coordinates"": [[9.1846046, 41.41478], [9.1846109, 41.4147753], [9.1845797, 41.4146582], [9.1845635, 41.4144558], [9.1845441, 41.4143352], [9.1845256, 41.4142645], [9.1845193, 41.4141244], [9.184523, 41.4140736], [9.1844876, 41.4138306], [9.1844298, 41.413576], [9.1844377, 41.4135049], [9.184459, 41.4134464], [9.1844926, 41.4133888], [9.1845383, 41.4133384], [9.1847054, 41.413237], [9.1847734, 41.413205], [9.1848186, 41.4131926], [9.1848467, 41.4131701], [9.1848668, 41.4131188], [9.1849003, 41.4130177], [9.1849169, 41.4128577], [9.1849192, 41.4128254], [9.1849954, 41.412653], [9.185035, 41.412563], [9.1851088, 41.4124397], [9.1850611, 41.4123532], [9.1850098, 41.4123015], [9.1848861, 41.4121971], [9.1847309, 41.4120737], [9.1846373, 41.4119749], [9.1845999, 41.41191], [9.1845891, 41.4118622], [9.1845882, 41.4117845], [9.1846193, 41.4116172], [9.1845963, 41.4115615], [9.1845601, 41.41152], [9.1845259, 41.4114949], [9.1844489, 41.411479], [9.1843364, 41.4114242], [9.1842971, 41.4113862], [9.1842683, 41.4113217], [9.1842505, 41.4112711], [9.1841339, 41.4110941], [9.1840655, 41.4109742], [9.1840396, 41.4109409], [9.1838533, 41.4107688], [9.1838142, 41.4106939], [9.1837667, 41.4105862], [9.1836281, 41.4104282], [9.1835624, 41.410359], [9.1835419, 41.4103478], [9.1835273, 41.4103452], [9.1835213, 41.4103519], [9.1835195, 41.4103539], [9.1835154, 41.4103684]], ""type"": ""LineString""}"
En exploitation;41.95668729589054, 8.845306010207098;"{""coordinates"": [[8.8452475, 41.9569395], [8.8452907, 41.956885], [8.8452907, 41.9568162], [8.8453195, 41.9565898], [8.8453368, 41.9564526], [8.8453292, 41.9564327], [8.8453262, 41.9564244]], ""type"": ""LineString""}"
En exploitation;41.408379827021896, 9.185809849180387;"{""coordinates"": [[9.1835071, 41.4103608], [9.1835114, 41.4103477], [9.1835118, 41.4103466], [9.1835264, 41.4103027], [9.1835473, 41.4102614], [9.1836904, 41.4100751], [9.1837949, 41.4099564], [9.1838678, 41.409869], [9.1838819, 41.4098557], [9.1838781, 41.4098379], [9.1838725, 41.4098228], [9.1839537, 41.4097258], [9.1840889, 41.4095576], [9.1842446, 41.4093663], [9.1843888, 41.4091863], [9.1844462, 41.4091158], [9.1845058, 41.4090587], [9.1846258, 41.4089579], [9.1847543, 41.4088605], [9.1850252, 41.4086491], [9.1850668, 41.4086414], [9.1852286, 41.4085153], [9.1853431, 41.408425], [9.1854479, 41.408341], [9.1855903, 41.4082301], [9.1857323, 41.4081189], [9.1859132, 41.4079799], [9.1860424, 41.4078737], [9.1861583, 41.4077827], [9.1862926, 41.4076709], [9.1864492, 41.407558], [9.1865579, 41.4075012], [9.1866334, 41.4074706], [9.1867309, 41.4074408], [9.1867871, 41.407429], [9.1868342, 41.4074259], [9.1869746, 41.4074401], [9.1871404, 41.4074636], [9.1872054, 41.4074836], [9.187227, 41.4074895], [9.1872423, 41.4074889], [9.1872862, 41.4074801], [9.1875591, 41.4075104], [9.1877576, 41.4075117], [9.1881248, 41.4074827], [9.188429, 41.407462], [9.1885304, 41.4073961], [9.1886081, 41.4073841], [9.1886186, 41.4073726]], ""type"": ""LineString""}"
En exploitation;41.95668286865348, 8.84532807426697;"{""coordinates"": [[8.8453373, 41.9569505], [8.8453211, 41.9569111], [8.8453066, 41.9568757], [8.8453078, 41.9568224], [8.8453168, 41.9567311], [8.84534, 41.9565649], [8.8453496, 41.9564968], [8.8453543, 41.9564631], [8.8453507, 41.9564424], [8.8453447, 41.9564277], [8.8453388, 41.9564132]], ""type"": ""LineString""}"
En exploitation;41.690190059040674, 9.371581734428908;"{""coordinates"": [[9.371538, 41.6901991], [9.3715504, 41.6902026], [9.3715738, 41.6901866], [9.3716028, 41.690185], [9.371628, 41.6901837]], ""type"": ""LineString""}"
En exploitation;41.92405730026752, 8.906501207853047;"{""coordinates"": [[8.9065028, 41.9241893], [8.9065062, 41.9241483], [8.9065096, 41.9241074], [8.9064952, 41.9239745], [8.9064905, 41.9239502], [8.9064859, 41.9239363], [8.9064826, 41.9239267]], ""type"": ""LineString""}"
En exploitation;41.96029495244271, 8.677571949237281;"{""coordinates"": [[8.6789093, 41.9606353], [8.678894, 41.9606405], [8.6788739, 41.9606377], [8.6788319, 41.9606245], [8.6773115, 41.9597795], [8.6770933, 41.9597448], [8.676968, 41.9598084], [8.6769459, 41.9598827], [8.6769585, 41.9600129], [8.6770541, 41.9602894], [8.6771812, 41.9607109], [8.6771545, 41.960821], [8.6770955, 41.960929], [8.676785, 41.961006], [8.6767625, 41.9610137]], ""type"": ""LineString""}"
En exploitation;41.67100014328537, 9.306614132128681;"{""coordinates"": [[9.3063217, 41.671158], [9.3063179, 41.671156], [9.3063044, 41.6711542], [9.3063029, 41.6711485], [9.3063161, 41.6711427], [9.3063346, 41.6711427], [9.3063845, 41.6711311], [9.3064313, 41.6711149], [9.3064966, 41.6710759], [9.3066545, 41.670983], [9.3067382, 41.6709329], [9.3067502, 41.6709259], [9.3067983, 41.6708929], [9.3068361, 41.670871], [9.3068552, 41.6708605], [9.3069117, 41.6708143], [9.3069268, 41.6708019]], ""type"": ""LineString""}"
En exploitation;42.54264224595824, 9.444346021643328;"{""coordinates"": [[9.4435322, 42.5421656], [9.4439237, 42.5420984], [9.444146, 42.5420602], [9.444296, 42.5421378], [9.4443212, 42.5422822], [9.444307, 42.5425783], [9.4442902, 42.5427913], [9.4442341, 42.542961], [9.4442555, 42.5429871], [9.4444218, 42.542998], [9.4448695, 42.5430399], [9.4448921, 42.5430561], [9.4449173, 42.5431535], [9.4448867, 42.5433476], [9.4449677, 42.5433685], [9.4449949, 42.5433756]], ""type"": ""LineString""}"
En exploitation;41.67098907324051, 9.306643950546187;"{""coordinates"": [[9.3063398, 41.6711475], [9.3063787, 41.6711368], [9.3064363, 41.6711169], [9.3066221, 41.6710076], [9.3067488, 41.6709292], [9.3068069, 41.6708892], [9.3068568, 41.6708618], [9.3069065, 41.6708234], [9.3069137, 41.6708178], [9.306934, 41.6708035]], ""type"": ""LineString""}"
En exploitation;42.5426044573206, 9.444366986086706;"{""coordinates"": [[9.4435205, 42.5421431], [9.4441109, 42.5420425], [9.4441635, 42.5420365], [9.4443385, 42.5421268], [9.4443446, 42.54218], [9.4443505, 42.5422716], [9.4443514, 42.5423804], [9.4443392, 42.5426146], [9.4443253, 42.5428092], [9.4442936, 42.54295], [9.4443307, 42.542963], [9.4444688, 42.5429721], [9.4447435, 42.5430017], [9.4449042, 42.5430121], [9.4449353, 42.5430249], [9.4449402, 42.5430464], [9.4449447, 42.5431191], [9.4449397, 42.5432029], [9.4449179, 42.54333], [9.4449677, 42.5433495], [9.4450032, 42.5433634]], ""type"": ""LineString""}"
En exploitation;41.543366611412246, 9.197763163528862;"{""coordinates"": [[9.1972858, 41.5435977], [9.1973003, 41.5436098], [9.1973322, 41.5436367], [9.1973633, 41.5436486], [9.1979041, 41.5433165], [9.1980583, 41.5431706], [9.1980634, 41.5431123], [9.1981422, 41.5429548]], ""type"": ""LineString""}"
En exploitation;41.8375900055601, 8.782133089589308;"{""coordinates"": [[8.7822167, 41.837679], [8.7820634, 41.8375181], [8.7820673, 41.8374956]], ""type"": ""LineString""}"
En exploitation;42.25316875324022, 9.545673475702692;"{""coordinates"": [[9.5461616, 42.2554919], [9.5461785, 42.2553121], [9.5459207, 42.2544274], [9.5457015, 42.2538284], [9.545492, 42.2530528], [9.5454358, 42.2528294], [9.5454529, 42.2524064], [9.5454941, 42.2512364], [9.5454725, 42.2508066], [9.5454716, 42.2508008]], ""type"": ""LineString""}"
En exploitation;42.5074697077326, 9.46749658624594;"{""coordinates"": [[9.4670557, 42.5070156], [9.467048, 42.5070264], [9.4670203, 42.5070643], [9.4670023, 42.5070959], [9.4670102, 42.5071161], [9.4670482, 42.5071463], [9.4673709, 42.5073705], [9.4679021, 42.5077596], [9.4679528, 42.5078022], [9.4679624, 42.507812], [9.4679694, 42.5078292], [9.4678951, 42.5079097], [9.4678817, 42.5079249]], ""type"": ""LineString""}"
En exploitation;42.55042968727802, 9.463703806823483;"{""coordinates"": [[9.4637054, 42.5504104], [9.4637052, 42.5504187], [9.463705, 42.5504372], [9.4636969, 42.550447]], ""type"": ""LineString""}"
En exploitation;42.508214959348265, 9.468954273742904;"{""coordinates"": [[9.4693219, 42.5092898], [9.4693117, 42.5092532], [9.4693075, 42.5092037], [9.4693241, 42.50856], [9.4693419, 42.5078716], [9.4693207, 42.5078487], [9.4692695, 42.5078163], [9.469233, 42.5078161], [9.4691693, 42.5078271], [9.4688964, 42.5078741], [9.4687385, 42.5078894], [9.4686035, 42.5079025], [9.4684885, 42.5079033], [9.4683044, 42.5078933], [9.4681688, 42.5078812], [9.4680814, 42.5078644], [9.4680518, 42.5078578], [9.4680173, 42.5078464], [9.4679982, 42.5078383], [9.4679892, 42.5078364], [9.467978, 42.5078401], [9.4679055, 42.5079174], [9.4678943, 42.507929]], ""type"": ""LineString""}"
En exploitation;42.5504304507065, 9.463748708078002;"{""coordinates"": [[9.4637403, 42.5504102], [9.4637428, 42.5504173], [9.46375, 42.5504374], [9.4637608, 42.5504484]], ""type"": ""LineString""}"
En exploitation;42.60934857939642, 9.267972949151442;"{""coordinates"": [[9.2671321, 42.6092844], [9.2671423, 42.609275], [9.2671486, 42.6092691], [9.2671609, 42.6092664], [9.2672219, 42.6092764], [9.2672717, 42.609279], [9.2674328, 42.6092676], [9.2677221, 42.6092552], [9.2679239, 42.6092762], [9.2680969, 42.6093333], [9.2683096, 42.6094218], [9.2685262, 42.6094803], [9.268636, 42.6095051], [9.2687504, 42.6095093], [9.2688077, 42.6094925]], ""type"": ""LineString""}"
En exploitation;42.550465900000006, 9.4645097;"{""coordinates"": [[9.4652586, 42.5504834], [9.4637608, 42.5504484]], ""type"": ""LineString""}"
En exploitation;42.60718160291583, 9.262282283929494;"{""coordinates"": [[9.2671258, 42.6092815], [9.2671371, 42.6092656], [9.2671324, 42.6092612], [9.2670514, 42.6092274], [9.2669866, 42.6091872], [9.2669011, 42.6090948], [9.2668183, 42.6089824], [9.2666979, 42.6089011], [9.2664733, 42.6088221], [9.2661622, 42.6087521], [9.2660371, 42.6087374], [9.2659477, 42.6087369], [9.2657435, 42.6087398], [9.2654233, 42.6087007], [9.265102, 42.6087362], [9.2648617, 42.6087481], [9.264775, 42.6087416], [9.2644178, 42.608631], [9.2643048, 42.6085831], [9.2641268, 42.6085327], [9.2640112, 42.6085325], [9.2637529, 42.6085627], [9.2635486, 42.6085319], [9.2634856, 42.608486], [9.2634541, 42.6083972], [9.2634689, 42.6083107], [9.2634635, 42.6079695], [9.2634329, 42.60778], [9.2633895, 42.6076967], [9.2632711, 42.6075969], [9.2630518, 42.6074623], [9.262561, 42.6072612], [9.262238, 42.6071392], [9.2621216, 42.6071151], [9.261904, 42.6071205], [9.2618134, 42.607113], [9.2616901, 42.6070836], [9.2616379, 42.6070507], [9.2616151, 42.6070056], [9.2616298, 42.6069494], [9.2616889, 42.6068642], [9.2617148, 42.6067556], [9.2616831, 42.6066864], [9.2616136, 42.6066471], [9.2615314, 42.6066476], [9.2614403, 42.6066906], [9.2613146, 42.6067754], [9.2609962, 42.6068851], [9.2606634, 42.6068721], [9.260379, 42.6068047], [9.2602661, 42.6067306], [9.2601547, 42.6066876], [9.2600048, 42.6066763], [9.2598662, 42.6067024], [9.2596828, 42.6067409], [9.2595537, 42.6067459], [9.2593339, 42.6066868], [9.259178, 42.6066652], [9.2589629, 42.6066531], [9.2588539, 42.6066062], [9.2588215, 42.6065548], [9.2588215, 42.6064919], [9.258883, 42.6064435], [9.2590506, 42.6064058], [9.2592549, 42.6063769], [9.2595366, 42.606363], [9.260194, 42.6062576], [9.260352, 42.606244], [9.2605653, 42.6062228], [9.260719, 42.6061472], [9.2608888, 42.605996], [9.2612767, 42.6058025], [9.2615891, 42.6056181], [9.2617097, 42.6054056], [9.261733, 42.6053803], [9.2617715, 42.6052523], [9.2617205, 42.6051106], [9.2616048, 42.6049214], [9.261491, 42.6047476], [9.2613708, 42.6046532], [9.2613299, 42.6046409], [9.2613195, 42.6046505], [9.2613074, 42.6046618]], ""type"": ""LineString""}"
En exploitation;42.55331381115205, 9.465718866652947;"{""coordinates"": [[9.4657675, 42.5524046], [9.4658017, 42.5524029], [9.4658335, 42.5524582], [9.4658942, 42.5526969], [9.465955, 42.5530547], [9.4660616, 42.553669], [9.4660529, 42.5536816], [9.4659466, 42.5537196], [9.4658978, 42.5537167], [9.4649137, 42.5535511], [9.4648745, 42.5535394]], ""type"": ""LineString""}"
En exploitation;42.44019890708314, 9.502230603267508;"{""coordinates"": [[9.5022824, 42.440175], [9.5022185, 42.4402045], [9.5021788, 42.4402228]], ""type"": ""LineString""}"
En exploitation;42.55352056200766, 9.46401294593735;"{""coordinates"": [[9.4648745, 42.5535394], [9.4648561, 42.5535687], [9.4647964, 42.553637], [9.4647555, 42.5536461], [9.4645683, 42.5536156], [9.4637356, 42.5534867], [9.4632655, 42.5534057], [9.4631726, 42.5533631], [9.4631747, 42.5533301], [9.4631994, 42.5533197]], ""type"": ""LineString""}"
En exploitation;42.05832343289566, 9.432908163617004;"{""coordinates"": [[9.4328266, 42.0580297], [9.4327594, 42.0580356], [9.4327357, 42.0580377], [9.4327367, 42.0580508], [9.4328458, 42.0582509], [9.4330454, 42.0585828], [9.4330611, 42.0585872], [9.4331009, 42.0585837], [9.4331727, 42.0585697]], ""type"": ""LineString""}"
En exploitation;42.51042676376264, 8.85179985439103;"{""coordinates"": [[8.8518713, 42.5103669], [8.8518449, 42.5103862], [8.8518146, 42.5104149], [8.8517932, 42.5104402], [8.8517646, 42.5104614], [8.8517518, 42.5104699], [8.8517401, 42.5104688], [8.8517218, 42.510467]], ""type"": ""LineString""}"
En exploitation;42.631165738108386, 9.354051286600113;"{""coordinates"": [[9.3535974, 42.6310034], [9.3536379, 42.6310158], [9.3536923, 42.6310326], [9.3538067, 42.6311007], [9.3538409, 42.6310871], [9.3539839, 42.6311627], [9.3540935, 42.6312067], [9.3541916, 42.6312405], [9.3544083, 42.6312628], [9.3544558, 42.6312678], [9.3544758, 42.6312444], [9.3545028, 42.6312126]], ""type"": ""LineString""}"
En exploitation;41.59408029025087, 9.310690747363642;"{""coordinates"": [[9.3106791, 41.5941338], [9.3106993, 41.5941149], [9.3106935, 41.594047], [9.310666, 41.5940324]], ""type"": ""LineString""}"
En exploitation;42.63143300501694, 9.356524855675646;"{""coordinates"": [[9.3545131, 42.6312129], [9.3544969, 42.6312794], [9.3545917, 42.6313194], [9.3546979, 42.6313452], [9.3547586, 42.6313538], [9.3549658, 42.6313624], [9.3550552, 42.6313548], [9.3551186, 42.6313433], [9.3551411, 42.6313382], [9.3551477, 42.6313349], [9.3551468, 42.6313264], [9.3551429, 42.63132], [9.3551364, 42.6313138], [9.3551272, 42.6313098], [9.3551092, 42.6313059], [9.3548992, 42.6312865], [9.3548979, 42.6312809], [9.3549454, 42.6312458], [9.3550815, 42.631145], [9.3551141, 42.6310219], [9.3551839, 42.6309409], [9.3552653, 42.6308876], [9.3553142, 42.6308486], [9.3553628, 42.6307964], [9.3554656, 42.6307405], [9.3555187, 42.6307211], [9.3555641, 42.6307131], [9.3556147, 42.6307124], [9.3556872, 42.6307255], [9.3557867, 42.6307493], [9.3558587, 42.630744], [9.3559142, 42.6307639], [9.3560099, 42.6308058], [9.3564275, 42.6310471], [9.3565375, 42.6311124], [9.3569499, 42.6313067], [9.3570437, 42.6313509], [9.3573016, 42.6315671], [9.357937, 42.6320576], [9.358015, 42.6321182], [9.3581809, 42.6321967], [9.3582936, 42.6322405], [9.3585701, 42.6323615], [9.3586241, 42.6323791], [9.3586898, 42.6323997], [9.3587398, 42.6324056], [9.3589576, 42.632328]], ""type"": ""LineString""}"
En exploitation;41.59399918951286, 9.310702676151722;"{""coordinates"": [[9.3106771, 41.5940034], [9.3106996, 41.594001], [9.3107183, 41.593999], [9.3107194, 41.5939863]], ""type"": ""LineString""}"
En exploitation;41.70586742020199, 9.132503843335192;"{""coordinates"": [[9.1326143, 41.7058392], [9.132561, 41.7058456], [9.1324692, 41.705869], [9.1324352, 41.705887], [9.1324177, 41.7059298]], ""type"": ""LineString""}"
En exploitation;41.709355077041565, 9.312079745592834;"{""coordinates"": [[9.3122325, 41.7093922], [9.3121745, 41.709389], [9.312124, 41.7093861], [9.3119591, 41.7093042], [9.3119531, 41.7092951], [9.3119535, 41.7092889], [9.3119539, 41.7092767]], ""type"": ""LineString""}"
En exploitation;41.877744051764054, 9.075760638833673;"{""coordinates"": [[9.0744721, 41.8766278], [9.0746509, 41.8772594], [9.0749356, 41.8775497], [9.0753332, 41.8776402], [9.0755768, 41.8776292], [9.0762635, 41.8775713], [9.0764532, 41.8775739], [9.0766366, 41.8776494], [9.0766958, 41.8777287], [9.0767318, 41.8778509], [9.0767153, 41.8779553], [9.076577, 41.8780463], [9.0761956, 41.8782976], [9.0761733, 41.8785625], [9.0764993, 41.8789085]], ""type"": ""LineString""}"
En exploitation;42.6358493834829, 9.296697302915204;"{""coordinates"": [[9.2967629, 42.6361592], [9.2967667, 42.6361153], [9.2967349, 42.6360135], [9.2967014, 42.6359063], [9.2966812, 42.635795], [9.2966346, 42.6355367]], ""type"": ""LineString""}"
En exploitation;41.87893108948783, 9.07597029453306;"{""coordinates"": [[9.0766534, 41.8796982], [9.0766262, 41.8797139], [9.0766111, 41.8797158], [9.0761139, 41.8794294], [9.0759681, 41.8793509], [9.0758898, 41.8792936], [9.0758594, 41.8792545], [9.0757426, 41.8790651], [9.0755807, 41.8787584], [9.0755491, 41.8787081], [9.0755271, 41.8786733], [9.0755161, 41.8786398], [9.0755138, 41.8786194], [9.0755239, 41.8785253], [9.0755312, 41.8785105], [9.0756139, 41.8783468], [9.0756475, 41.8783105], [9.0756875, 41.8782743], [9.0757303, 41.8782553], [9.0757683, 41.8782511], [9.0758084, 41.8782534], [9.0758446, 41.8782773], [9.0758666, 41.8783233], [9.0758777, 41.878391], [9.075911, 41.8785067], [9.0759605, 41.8786262], [9.0760631, 41.8787635], [9.0761638, 41.8788705], [9.0762845, 41.8789493], [9.0763508, 41.8789675], [9.0763954, 41.878964], [9.0764327, 41.8789542], [9.0764948, 41.8789376], [9.0765196, 41.87893]], ""type"": ""LineString""}"
En exploitation;42.17236689019006, 9.423205671300147;"{""coordinates"": [[9.4257605, 42.1705885], [9.4257684, 42.1706021], [9.4257979, 42.1706534], [9.4258058, 42.1706672], [9.4206447, 42.1740413], [9.4206083, 42.1740611], [9.4206028, 42.174079], [9.4206112, 42.1741552]], ""type"": ""LineString""}"
En exploitation;42.68316727791608, 9.444739257334135;"{""coordinates"": [[9.4445123, 42.6831651], [9.4448488, 42.6831686], [9.4448839, 42.6831703], [9.4449661, 42.6831659]], ""type"": ""LineString""}"
En exploitation;42.16586490878, 9.430407464201263;"{""coordinates"": [[9.433408, 42.159955], [9.4333873, 42.1599667], [9.4333424, 42.159992], [9.4333203, 42.1600555], [9.4331173, 42.1606402], [9.4328368, 42.1613954], [9.432628, 42.1621342], [9.4326228, 42.1622728], [9.4326601, 42.1624206], [9.4328347, 42.1634466], [9.4327569, 42.163497], [9.4325693, 42.1636565], [9.4321895, 42.1639792], [9.4311122, 42.1648949], [9.430513, 42.165581], [9.430317, 42.1658502], [9.430306, 42.1659363], [9.4303361, 42.1664279], [9.4303478, 42.1665049], [9.4304515, 42.1671865], [9.4303708, 42.1674795], [9.4303373, 42.1676012], [9.4302311, 42.1677208], [9.4300276, 42.1678679], [9.4296697, 42.1681267], [9.4294411, 42.1682809], [9.4291621, 42.1684638], [9.4288286, 42.1686826], [9.4279493, 42.1692571], [9.4271794, 42.1697726], [9.4264153, 42.1702683], [9.4258449, 42.1706384], [9.4258361, 42.1706424], [9.4257725, 42.1705763]], ""type"": ""LineString""}"
En exploitation;42.6807923171153, 9.443885383126148;"{""coordinates"": [[9.4438114, 42.6810712], [9.4438202, 42.6810721], [9.4438397, 42.6810709], [9.4438453, 42.6810651], [9.4438431, 42.6810471], [9.4438327, 42.6810189], [9.4437992, 42.6809406], [9.4437855, 42.6808953], [9.4437767, 42.6808705], [9.4437641, 42.6807919], [9.4437509, 42.6806969], [9.4437607, 42.6806963], [9.443781, 42.6806923], [9.4438075, 42.6806889], [9.4438462, 42.6806847], [9.4439191, 42.6806794], [9.4439714, 42.6806761], [9.4439911, 42.6806767], [9.4440008, 42.6806761], [9.4440154, 42.6806761], [9.4440242, 42.6806882], [9.4440337, 42.6806967], [9.4440416, 42.6807016], [9.4440523, 42.6807091], [9.4440596, 42.6807095], [9.444073, 42.6807087], [9.444096, 42.6807064], [9.4441592, 42.6807124], [9.4441702, 42.6807184], [9.4441847, 42.6807264]], ""type"": ""LineString""}"
En exploitation;42.16742938558051, 9.428035095020304;"{""coordinates"": [[9.4359591, 42.1579085], [9.4359436, 42.1579041], [9.4359233, 42.1578984], [9.4358905, 42.1578996], [9.4356961, 42.1580399], [9.4356311, 42.1580952], [9.4355633, 42.1581528], [9.4353455, 42.1582792], [9.4346795, 42.158624], [9.4341726, 42.1588866], [9.4340399, 42.1589552], [9.4338423, 42.1590873], [9.4337345, 42.1591595], [9.4333959, 42.1597665], [9.4333082, 42.1600275], [9.4332451, 42.1602153], [9.4329164, 42.1611065], [9.4327807, 42.1614745], [9.432596, 42.162096], [9.4325852, 42.1622162], [9.4325935, 42.1623118], [9.4326624, 42.1625794], [9.4327614, 42.1632673], [9.4327871, 42.1633672], [9.4327661, 42.163441], [9.4313077, 42.1646876], [9.4311004, 42.1648649], [9.4303341, 42.165761], [9.4303048, 42.1658027], [9.4302686, 42.1658938], [9.430292, 42.166581], [9.4303548, 42.1670991], [9.4303557, 42.1671932], [9.4302103, 42.1676572], [9.4205952, 42.174021], [9.4199578, 42.1744428], [9.4196286, 42.1747241], [9.4188712, 42.1754017], [9.4188409, 42.1754459], [9.4188451, 42.1754957], [9.4188515, 42.1755165], [9.4189028, 42.175619], [9.4189241, 42.1756793], [9.4189295, 42.1757382], [9.418916, 42.1757868], [9.4188998, 42.1758125], [9.4188368, 42.1758544], [9.4185918, 42.1759648]], ""type"": ""LineString""}"
En exploitation;42.68117037643175, 9.443345539698973;"{""coordinates"": [[9.4432018, 42.6814032], [9.4431825, 42.6813878], [9.4431717, 42.6813749], [9.4430864, 42.6813241], [9.4430619, 42.6812046], [9.4430785, 42.6811675], [9.4430849, 42.6811589], [9.4431094, 42.6811593], [9.4431301, 42.6811588], [9.4432543, 42.6811422], [9.4433339, 42.6811309], [9.4435648, 42.6811041], [9.4437682, 42.6810744], [9.4438114, 42.6810712]], ""type"": ""LineString""}"
En exploitation;42.17510851908769, 9.419193423485316;"{""coordinates"": [[9.4188697, 42.1751431], [9.4189666, 42.1751823], [9.4190072, 42.1752011], [9.4190875, 42.1752082], [9.4191091, 42.1752094], [9.4191475, 42.175205], [9.4191705, 42.1751896], [9.4194311, 42.1749428], [9.4194362, 42.1749401], [9.4194457, 42.1749384], [9.4194619, 42.1749399], [9.4194779, 42.1749471], [9.4194902, 42.1749526]], ""type"": ""LineString""}"
En exploitation;42.680678584406095, 9.443968849706192;"{""coordinates"": [[9.4441891, 42.6807232], [9.4441788, 42.6807122], [9.444173, 42.6807061], [9.4441081, 42.6806939], [9.44408, 42.6806947], [9.4440629, 42.6806958], [9.4440532, 42.6806855], [9.4440418, 42.6806708], [9.4440247, 42.6806611], [9.4440024, 42.680658], [9.4439635, 42.6806612], [9.4439077, 42.6806647], [9.4438399, 42.6806716], [9.4437407, 42.6806822], [9.4437369, 42.6806843]], ""type"": ""LineString""}"
En exploitation;42.144551616056475, 9.45206177071218;"{""coordinates"": [[9.4673657, 42.1372307], [9.4673444, 42.1372312], [9.4672674, 42.1372241], [9.4664554, 42.1367172], [9.4657358, 42.1361851], [9.4649938, 42.1356356], [9.4627161, 42.1339442], [9.4622548, 42.1336016], [9.4622378, 42.1336142], [9.4622238, 42.13356], [9.4622666, 42.1335129], [9.4623399, 42.1334213], [9.4623242, 42.1333751], [9.4622971, 42.1333365], [9.4622854, 42.133297], [9.4622553, 42.1332826], [9.4620281, 42.1332224], [9.4619741, 42.133223], [9.4618305, 42.1332492], [9.4617729, 42.1333046], [9.4616577, 42.1334452], [9.4615101, 42.133575], [9.461196, 42.1339393], [9.4610711, 42.1340806], [9.4603104, 42.134747], [9.4600827, 42.1349694], [9.4598406, 42.1352703], [9.459533, 42.135538], [9.4586191, 42.1360602], [9.4582273, 42.1362483], [9.4580226, 42.1363846], [9.4578698, 42.136519], [9.4577168, 42.136754], [9.4576914, 42.1368892], [9.4576075, 42.1373363], [9.4576102, 42.1377474], [9.457614, 42.1383134], [9.4576163, 42.1386553], [9.4576099, 42.1387571], [9.4572833, 42.1395085], [9.4571334, 42.1397031], [9.4569404, 42.1398917], [9.456437, 42.1403839], [9.4561043, 42.1407091], [9.4558705, 42.1410527], [9.4557506, 42.1412053], [9.4554128, 42.1421325], [9.4553107, 42.1423026], [9.4551678, 42.1424077], [9.4544996, 42.1428328], [9.4531583, 42.1436859], [9.4516882, 42.1446209], [9.4511227, 42.1449806], [9.4506089, 42.1456513], [9.4503686, 42.145965], [9.4501411, 42.1462477], [9.4496017, 42.1471832], [9.4495063, 42.1473485], [9.4494744, 42.1474769], [9.4494553, 42.1476849], [9.4493498, 42.1479155], [9.4490617, 42.1483226], [9.44771, 42.1499258], [9.4470574, 42.1506652], [9.4459851, 42.1517199], [9.4457488, 42.1518721], [9.444935, 42.1522591], [9.4437655, 42.152865], [9.4406575, 42.1544757], [9.438107, 42.1557366], [9.4371521, 42.1562086], [9.4367997, 42.1564377], [9.436624, 42.1565518], [9.4364206, 42.1568014], [9.4361276, 42.1575246], [9.436097, 42.1576264], [9.4360439, 42.1576963], [9.4359751, 42.1578126], [9.4359296, 42.1578706], [9.4359361, 42.1578792], [9.4359593, 42.1578958], [9.4359721, 42.1579049]], ""type"": ""LineString""}"
En exploitation;42.67999767002185, 9.443528272083729;"{""coordinates"": [[9.4437369, 42.6806843], [9.4436883, 42.680518], [9.4436136, 42.6802904], [9.4435457, 42.6800471], [9.443471, 42.6798204], [9.4434064, 42.6795842], [9.4433179, 42.6793116]], ""type"": ""LineString""}"
